PERMNO,RP_ENTITY_ID
14167,805CD8
14168,3C5687
14169,B9764A
14172,7DD239
14173,A3F2BE
14174,B3D18F
14175,868808
14176,49DB3D
14177,1C7543
14179,20D00A
14181,30AB63
14182,A72AB6
14183,C2DD02
14184,FD9526
14185,64E615
14196,DD7A96
14198,75B45A
14205,585C19
14209,D9959F
14213,102F04
14214,F8D74A
14215,CBE1F9
14217,419285
14219,3F99D5
14220,A350C1
14221,4D8124
14227,C65705
14228,03D726
14229,AAEE21
14230,2D1F31
14231,A1E3B3
14232,0467ED
14233,3F89E9
14235,B4A1FF
14236,269CB2
14237,372CBE
14238,2082EA
14239,ED9C04
14240,D731FB
14244,F53BC9
14245,B0D41A
14246,1C4F78
14247,1E2622
14249,DDB274
14252,6F0A63
14253,AD94CB
14254,00C40F
14256,793FBD
14257,5433E5
14258,119B4D
14260,DE18AA
14261,B9C173
14262,65D0AA
14263,C941DC
14266,3317D1
14267,A6AA22
14268,E08431
14271,501C0E
14272,4CABD5
14273,E577ED
14274,67B923
14276,96BFF4
14277,164D72
14279,ECF4F8
14280,42B2AF
14288,FB00B9
14289,1FCE2D
14290,46AD17
14291,570BBF
14292,275BC7
14295,2491BC
14296,E6FA80
14298,C9A2FF
14301,C8712E
14303,34846B
14304,60ADF1
14305,75D1A1
14308,D02307
14310,2A9C0A
14311,49994E
14312,E2CFD2
14313,7E71AD
14316,F47871
14317,550D01
14318,8E9CD8
14320,FD61F0
14321,B024DA
14322,DBFB0E
14323,18B570
14324,66754D
14325,112B6F
14327,DEA31B
14328,A3800A
14329,2F1299
14332,2D5F89
14334,DC0D18
14335,C8E708
14336,586927
14337,2530D5
14338,66E04A
14339,4D9F33
14340,CFF326
14342,F74476
14344,B29BE5
14351,C9A51A
14352,556F08
14353,19B15D
14355,EE3174
14356,9D6C34
14358,1EFC6A
14359,4BDCA7
14378,F32526
14379,A6CBD9
14380,762B05
14382,67A658
14392,874546
14393,C32A66
14394,446ADD
14400,17D3D5
14401,8802B4
14406,583223
14408,934037
14409,4F3604
14414,A6ABE9
14415,A0AA82
14416,1E6021
14417,D614AE
14418,8FFABD
14419,F2750F
14420,EDC41F
14421,6E7050
14422,3F1C69
14423,2C35B5
14424,88DD78
14425,39108A
14426,DFADDB
14430,0F4944
14431,C01737
14432,BDEC1E
14433,408380
14434,99028D
14435,BBE54A
14436,C564E4
14440,701531
14441,D1AC0A
14442,4A6655
14444,654525
14447,84EDAE
14448,8884B1
14449,590630
14450,9E3045
14451,F0027C
14452,818494
14455,534AFD
14456,763DBE
14457,C4F9C6
14458,2C8289
14459,FB7724
14461,EC4926
14464,55C191
14465,5020DD
14467,9E575E
14468,93FAB1
14469,728889
14470,BDC87E
14471,6F6847
14472,C0F70B
14478,A3A379
14479,3B8484
14487,0DC050
14489,068396
14490,CEC08B
14493,5120FB
14495,44209A
14497,78658E
14498,D29224
14499,909739
14500,2EBA55
14502,E229EA
14503,99ACAD
14504,9FF5F1
14505,9F4A7D
14506,EFC21D
14507,7F37DE
14514,68730B
14516,3DCECC
14520,064013
14521,7CBC40
14522,D63A65
14523,0D2D95
14526,EF77A3
14527,827C7F
14528,F58C23
14530,69EB4C
14531,0F0693
14532,F769E9
14534,2D6B05
14535,DB9F70
14536,7D9228
14537,532E5B
14538,2F73BB
14541,D54E62
14542,4A6F00
14543,84920B
14544,954004
14545,513F56
14547,6ADA0F
14548,F0C267
14550,C584BE
14551,ECF0A7
14552,C9D755
14553,999F5B
14554,2CA60F
14555,F9AA02
14556,A0AD58
14558,3B20AB
14559,EF7163
14564,8FDA3A
14565,425040
14566,B3A166
14567,BC5680
14570,F13C0C
14572,1220D5
14573,6E921B
14574,A4A612
14575,B33335
14578,F8A371
14579,7F9984
14580,5A0FF1
14588,53301C
14589,DDB616
14590,232053
14591,E72783
14593,D8442A
14594,2906AD
14595,C19109
14596,192727
14597,31A5D5
14598,ADF74B
14599,661139
14600,8BC7F4
14601,41785E
14602,A3DBCB
14603,3AF7FD
14604,72EF75
14607,B1B268
14608,8B3EA0
14609,7239BB
14610,7CAD2B
14611,2A0B98
14612,A67B1C
14615,64636E
14616,D77D62
14617,32E873
14618,5E8488
14619,CA1AE3
14625,A8FDE8
14630,BDD4DE
14631,9D1E7E
14632,4C350A
14633,E0F8EB
14634,E65E13
14636,7ABC5B
14637,7FD68D
14638,20CDD1
14641,7823A3
14642,676D71
14643,E62AA6
14644,46C75C
14645,651C85
14646,15D19C
14647,BC6620
14650,A429A5
14651,D11C1C
14653,4BD6DB
14654,BE3D45
14655,3188EC
14656,CEB009
14658,75E29D
14660,162E1F
14661,33A590
14663,5B49B6
14667,5D41E4
14668,AC9CE5
14670,0CC01F
14671,7FC998
14674,DDC25F
14675,2A9948
14676,F576F6
14677,A9FE55
14682,31DB20
14683,7620A1
14684,061A3B
14685,14391F
14686,726DDF
14688,0E5619
14689,B5DA6D
14690,4E6F5A
14691,CF3FF9
14693,BAD655
14694,55ACCB
14695,3F5B50
14696,S06TJI
14697,5005A3
14698,B15EDE
14702,A4BCDE
14703,222533
14704,8FEF3B
14705,BABDA9
14707,862941
14708,5385B7
14709,95C7EA
14710,D7761D
14711,5C529B
14712,82D7D3
14713,7D4104
14714,3DC887
14715,387375
14716,C4A241
