permno,rp_entity_id
15584,DE20DF
15585,922FFF
15590,FA915E
15597,EF2573
15623,724F84
15627,D71FE7
15631,6A85C5
15636,697537
15639,FCA54E
15642,429824
15643,5B7739
15644,EF544D
15645,B48337
15648,3D04FB
15649,9E1755
15650,D04D9F
15651,B7BBFF
15653,96A329
15654,D13F1C
15656,82BA2E
15658,9B730A
15662,A4FDDE
15664,139EE7
15694,E96E0B
15702,FF4E94
15707,DBB28E
15719,A6FE1C
15720,E10D31
15724,9FA83B
15729,C3DE7D
15735,DD394F
15775,3A5113
15776,36E479
15779,396D7C
15782,AC642C
15784,68647B
15787,35A5CD
15789,11D2E3
15790,E7C41F
15791,E3B4C1
15793,719D11
15795,76959C
15796,E87583
15802,5CEE02
15826,7A3633
15831,69C99E
15833,F05B1B
15834,A2D602
15837,ADD9DC
15838,5FF95F
15840,8CF8C2
15846,6D5B66
15847,1080C0
15850,622DBE
15853,083F72
15854,187761
15856,EEA734
15857,97D26F
15858,FF8DD5
15859,1348C9
15860,16B882
15862,02E9EE
15863,A79F7D
15887,02DF72
15896,AD1265
15904,EE5B66
15906,0C4131
15909,RDU3ZQ
15912,C08F8B
15913,39BDC3
15914,18D9FA
15920,EB764E
15936,DEAFC5
15937,2AA6A8
15943,EA3D5C
15948,B96DF5
15950,F7ACF0
15956,FD1A32
15960,E5609A
15961,3FF798
15969,AD192F
15971,0741E3
15976,AC7AAE
15978,7710F3
15980,41EC04
15995,18752A
15998,EB41AD
15999,EB41AD
16000,EB41AD
16004,19A020
16005,931AE7
16007,F6E1B5
16008,9F5CBB
16012,DE9AB3
16019,A94718
16020,756BB4
16021,0E5223
16034,12CDDF
16042,F971F1
16043,4F3954
16044,5AF08A
16048,E61E5B
16049,A186CA
16062,3E63BA
16063,8D5145
16064,5D1329
16066,BE379D
16067,0B3ECF
16070,5E1D9C
16071,C56627
16075,0C50F4
16076,CFF57D
16077,84F6E7
16082,3224CC
16083,1866B2
16084,FDF28E
16086,7F6F0B
16087,567F3D
16090,05BADB
16097,108FDA
16099,D75ED7
16100,02ACBD
16104,FAC1FD
16108,F3816D
16111,7C4F43
16112,C5E3E2
16119,C15F8F
16120,A24B66
16126,AFDF2E
16136,2F960F
16140,F179ED
16143,F8D5EE
16145,215C82
16146,B7142B
16156,E947BB
16161,525CA5
16164,3A5120
16171,D03C7A
16173,97FE80
16178,6DD4DB
16179,E8FD65
16181,417BF9
16182,9D65C1
16186,957A07
16188,1F464F
16189,EF7C38
16247,C18941
16249,DD5AF9
16250,5F3E74
16252,341542
16253,76CEFB
16255,BAD9EA
16260,A47F2E
16263,2B8179
16276,2AE625
16277,CB6A9C
16281,9E7744
16284,7E2DE6
16287,B9CD50
16290,8E3F58
16303,E4D56A
16304,59872F
16308,895D56
16309,0E698B
16318,7262F2
16319,F5C78B
16338,3A3447
16339,EB0FE3
16341,4FA321
16342,F88FA9
16343,33FD66
16347,D93A25
16348,D13763
16376,5912B3
16377,53573B
16378,A96DB9
16381,95C392
16383,5451F3
16386,6D156D
16392,40BF53
16393,28C976
16394,4DEF20
16399,F4BB2F
16401,5BCDA1
16403,B5765A
16431,5CC29D
16432,A666C8
16434,2096DE
16436,DDC415
16437,4C92B9
16442,323C60
16448,3E77B2
16449,3940BA
16452,C94DD7
16454,A9E249
16458,F5BF00
16461,5A7350
16463,E9F94A
16465,913437
16466,DD96E9
16469,C7290F
